"Regionskode";"Region";"Prøvetagningsdato";"Køn";"Bekræftede tilfælde i alt";"Døde";"Indlæggelser";"Kummuleret antal døde";"Kummuleret antal bekræftede tilfælde";"Kummuleret antal indlæggelser";"Timestamp"
1085;Sjælland;2020-02-26;M;1;0;0;0;1;0;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-02-27;M;1;0;0;0;2;0;2024-02-27T11:24:59.760
1082;Midtjylland;2020-02-28;M;1;0;0;0;3;0;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-01;M;1;0;1;0;4;1;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-02;M;2;0;1;0;6;2;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-02;M;1;0;0;0;7;2;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-02;M;1;0;0;0;8;2;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-03;F;1;0;0;0;9;2;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-03;M;3;0;1;0;12;3;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-04;M;2;0;0;0;14;3;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-04;M;1;0;1;0;15;4;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-05;F;4;1;1;1;19;5;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-05;M;6;1;2;2;25;7;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-06;M;1;0;0;2;26;7;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-06;M;1;0;1;2;27;8;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-07;F;5;0;1;2;32;9;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-07;M;3;0;1;2;35;10;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-07;M;1;0;0;2;36;10;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-08;F;8;0;0;2;44;10;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-08;F;6;0;0;2;50;10;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-08;F;2;0;1;2;52;11;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-08;F;1;0;0;2;53;11;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-08;M;4;0;1;2;57;12;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-08;M;16;0;0;2;73;12;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-08;M;1;0;0;2;74;12;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-08;M;2;0;0;2;76;12;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-08;M;8;0;0;2;84;12;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-09;F;27;0;3;2;111;15;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-09;F;10;0;1;2;121;16;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-09;F;2;0;0;2;123;16;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-09;F;7;0;4;2;130;20;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-09;F;15;0;1;2;145;21;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-09;M;44;0;4;2;189;25;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-09;M;35;0;2;2;224;27;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-09;M;6;0;0;2;230;27;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-09;M;30;0;4;2;260;31;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-09;M;34;0;1;2;294;32;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-10;F;46;0;4;2;340;36;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-10;F;18;0;1;2;358;37;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-10;F;4;0;1;2;362;38;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-10;F;6;0;2;2;368;40;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-10;F;8;0;1;2;376;41;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-10;M;70;1;3;3;446;44;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-10;M;54;1;4;4;500;48;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-10;M;9;0;0;4;509;48;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-10;M;21;0;4;4;530;52;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-10;M;19;0;1;4;549;53;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-11;F;31;0;2;4;580;55;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-11;F;11;1;1;5;591;56;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-11;F;3;0;0;5;594;56;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-11;F;12;0;1;5;606;57;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-11;F;16;0;1;5;622;58;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-11;M;57;0;3;5;679;61;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-11;M;14;1;1;6;693;62;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-11;M;20;0;0;6;713;62;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-11;M;15;0;5;6;728;67;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-11;M;27;0;1;6;755;68;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-12;F;9;1;3;7;764;71;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-12;F;2;0;2;7;766;73;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-12;F;1;0;1;7;767;74;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-12;F;1;1;1;8;768;75;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-12;F;5;0;2;8;773;77;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-12;M;9;0;3;8;782;80;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-12;M;6;0;4;8;788;84;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-12;M;5;0;3;8;793;87;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-12;M;3;0;0;8;796;87;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-13;F;5;0;1;8;801;88;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-13;F;2;0;1;8;803;89;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-13;F;1;0;1;8;804;90;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-13;F;1;1;1;9;805;91;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-13;M;16;2;8;11;821;99;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-13;M;5;1;5;12;826;104;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-13;M;1;0;1;12;827;105;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-13;M;2;0;1;12;829;106;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-14;F;8;1;3;13;837;109;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-14;F;4;0;1;13;841;110;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-14;F;2;0;2;13;843;112;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-14;F;3;0;3;13;846;115;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-14;F;2;0;1;13;848;116;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-14;M;8;2;6;15;856;122;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-14;M;2;0;1;15;858;123;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-14;M;1;0;1;15;859;124;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-14;M;4;1;1;16;863;125;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-14;M;3;0;2;16;866;127;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-15;F;8;1;4;17;874;131;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-15;F;3;1;2;18;877;133;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-15;F;1;0;1;18;878;134;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-15;F;6;0;2;18;884;136;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-15;F;1;0;1;18;885;137;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-15;M;17;2;12;20;902;149;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-15;M;1;0;0;20;903;149;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-15;M;2;0;2;20;905;151;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-15;M;4;2;3;22;909;154;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-15;M;2;0;2;22;911;156;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-16;F;27;1;10;23;938;166;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-16;F;1;0;1;23;939;167;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-16;F;9;1;7;24;948;174;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-16;M;23;6;18;30;971;192;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-16;M;1;1;1;31;972;193;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-16;M;1;0;1;31;973;194;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-16;M;6;1;5;32;979;199;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-16;M;6;2;6;34;985;205;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-17;F;23;2;10;36;1008;215;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-17;F;1;0;1;36;1009;216;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-17;F;2;0;2;36;1011;218;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-17;F;4;1;4;37;1015;222;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-17;F;3;0;3;37;1018;225;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-17;M;26;7;19;44;1044;244;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-17;M;6;1;5;45;1050;249;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-17;M;2;1;2;46;1052;251;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-17;M;6;2;6;48;1058;257;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-17;M;3;1;2;49;1061;259;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-18;F;16;2;8;51;1077;267;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-18;F;8;0;4;51;1085;271;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-18;F;3;0;2;51;1088;273;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-18;F;6;0;5;51;1094;278;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-18;F;1;0;1;51;1095;279;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-18;M;32;7;16;58;1127;295;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-18;M;3;1;1;59;1130;296;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-18;M;3;1;2;60;1133;298;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-18;M;8;3;8;63;1141;306;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-18;M;3;1;2;64;1144;308;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-19;F;30;1;12;65;1174;320;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-19;F;19;0;3;65;1193;323;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-19;F;2;0;2;65;1195;325;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-19;F;2;0;1;65;1197;326;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-19;F;8;0;0;65;1205;326;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-19;M;25;5;15;70;1230;341;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-19;M;5;0;1;70;1235;342;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-19;M;3;0;3;70;1238;345;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-19;M;4;1;2;71;1242;347;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-19;M;8;0;6;71;1250;353;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-20;F;32;4;17;75;1282;370;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-20;F;3;0;3;75;1285;373;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-20;F;2;0;0;75;1287;373;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-20;F;8;1;5;76;1295;378;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-20;F;6;0;3;76;1301;381;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-20;M;23;3;15;79;1324;396;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-20;M;6;0;2;79;1330;398;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-20;M;3;1;2;80;1333;400;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-20;M;11;2;10;82;1344;410;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-20;M;8;0;7;82;1352;417;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-21;F;15;2;6;84;1367;423;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-21;F;2;0;2;84;1369;425;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-21;F;1;0;1;84;1370;426;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-21;F;5;0;4;84;1375;430;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-21;F;3;0;1;84;1378;431;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-21;M;13;1;7;85;1391;438;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-21;M;3;0;3;85;1394;441;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-21;M;3;1;2;86;1397;443;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-21;M;3;0;3;86;1400;446;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-22;F;15;2;11;88;1415;457;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-22;F;3;0;3;88;1418;460;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-22;F;1;1;1;89;1419;461;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-22;F;5;1;4;90;1424;465;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-22;F;1;0;1;90;1425;466;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-22;M;20;5;10;95;1445;476;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-22;M;6;0;5;95;1451;481;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-22;M;1;0;1;95;1452;482;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-22;M;6;2;5;97;1458;487;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-22;M;4;0;2;97;1462;489;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-23;F;38;2;17;99;1500;506;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-23;F;11;0;9;99;1511;515;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-23;F;6;1;2;100;1517;517;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-23;F;5;0;2;100;1522;519;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-23;F;1;0;0;100;1523;519;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-23;M;34;3;21;103;1557;540;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-23;M;10;2;9;105;1567;549;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-23;M;4;0;4;105;1571;553;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-23;M;12;3;8;108;1583;561;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-23;M;10;2;10;110;1593;571;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-24;F;35;4;12;114;1628;583;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-24;F;7;0;4;114;1635;587;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-24;F;1;0;1;114;1636;588;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-24;F;5;0;2;114;1641;590;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-24;F;11;0;7;114;1652;597;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-24;M;39;4;27;118;1691;624;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-24;M;9;2;8;120;1700;632;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-24;M;6;0;6;120;1706;638;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-24;M;13;3;10;123;1719;648;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-24;M;12;0;7;123;1731;655;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-25;F;40;5;18;128;1771;673;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-25;F;8;0;2;128;1779;675;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-25;F;3;0;2;128;1782;677;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-25;F;15;0;10;128;1797;687;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-25;F;8;0;3;128;1805;690;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-25;M;33;9;23;137;1838;713;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-25;M;14;1;10;138;1852;723;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-25;M;5;1;4;139;1857;727;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-25;M;14;4;11;143;1871;738;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-25;M;11;2;7;145;1882;745;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-26;F;53;8;17;153;1935;762;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-26;F;14;3;6;156;1949;768;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-26;F;7;0;5;156;1956;773;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-26;F;13;1;9;157;1969;782;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-26;F;10;0;4;157;1979;786;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-26;M;36;5;23;162;2015;809;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-26;M;13;1;9;163;2028;818;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-26;M;5;0;3;163;2033;821;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-26;M;6;2;3;165;2039;824;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-26;M;13;1;5;166;2052;829;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-27;F;70;1;18;167;2122;847;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-27;F;11;0;1;167;2133;848;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-27;F;7;0;3;167;2140;851;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-27;F;16;2;7;169;2156;858;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-27;F;14;0;6;169;2170;864;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-27;M;51;4;27;173;2221;891;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-27;M;14;1;10;174;2235;901;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-27;M;3;0;0;174;2238;901;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-27;M;12;0;8;174;2250;909;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-27;M;17;2;13;176;2267;922;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-28;F;68;3;17;179;2335;939;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-28;F;12;0;2;179;2347;941;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-28;F;5;0;1;179;2352;942;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-28;F;13;1;8;180;2365;950;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-28;F;14;1;10;181;2379;960;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-28;M;53;8;25;189;2432;985;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-28;M;9;3;7;192;2441;992;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-28;M;6;1;4;193;2447;996;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-28;M;11;2;10;195;2458;1006;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-28;M;9;0;7;195;2467;1013;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-29;F;51;3;14;198;2518;1027;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-29;F;3;1;2;199;2521;1029;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-29;F;4;2;1;201;2525;1030;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-29;F;7;1;6;202;2532;1036;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-29;F;5;0;5;202;2537;1041;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-29;M;32;1;7;203;2569;1048;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-29;M;5;1;3;204;2574;1051;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-29;M;5;1;3;205;2579;1054;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-29;M;8;3;8;208;2587;1062;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-29;M;7;0;4;208;2594;1066;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-30;F;97;9;23;217;2691;1089;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-30;F;25;2;4;219;2716;1093;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-30;F;8;0;2;219;2724;1095;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-30;F;37;3;6;222;2761;1101;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-30;F;24;1;7;223;2785;1108;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-30;M;64;4;21;227;2849;1129;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-30;M;16;2;6;229;2865;1135;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-30;M;3;0;0;229;2868;1135;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-30;M;19;3;9;232;2887;1144;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-30;M;16;1;4;233;2903;1148;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-31;F;74;8;20;241;2977;1168;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-31;F;39;0;4;241;3016;1172;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-31;F;15;2;2;243;3031;1174;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-31;F;19;1;6;244;3050;1180;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-31;F;11;1;2;245;3061;1182;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-03-31;M;50;3;16;248;3111;1198;2024-02-27T11:24:59.760
1082;Midtjylland;2020-03-31;M;11;3;7;251;3122;1205;2024-02-27T11:24:59.760
1081;Nordjylland;2020-03-31;M;3;1;0;252;3125;1205;2024-02-27T11:24:59.760
1085;Sjælland;2020-03-31;M;19;1;2;253;3144;1207;2024-02-27T11:24:59.760
1083;Syddanmark;2020-03-31;M;13;2;4;255;3157;1211;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-01;F;89;6;13;261;3246;1224;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-01;F;40;2;4;263;3286;1228;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-01;F;13;1;1;264;3299;1229;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-01;F;21;0;7;264;3320;1236;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-01;F;26;2;5;266;3346;1241;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-01;M;51;2;10;268;3397;1251;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-01;M;14;1;4;269;3411;1255;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-01;M;3;0;3;269;3414;1258;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-01;M;12;0;2;269;3426;1260;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-01;M;10;1;4;270;3436;1264;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-02;F;120;3;13;273;3556;1277;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-02;F;36;1;4;274;3592;1281;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-02;F;18;0;1;274;3610;1282;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-02;F;41;4;3;278;3651;1285;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-02;F;33;1;5;279;3684;1290;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-02;M;66;5;12;284;3750;1302;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-02;M;14;1;3;285;3764;1305;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-02;M;8;1;4;286;3772;1309;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-02;M;24;0;5;286;3796;1314;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-02;M;20;1;2;287;3816;1316;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-03;F;169;5;13;292;3985;1329;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-03;F;46;0;6;292;4031;1335;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-03;F;19;1;4;293;4050;1339;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-03;F;34;1;1;294;4084;1340;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-03;F;40;0;3;294;4124;1343;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-03;M;89;6;15;300;4213;1358;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-03;M;25;2;4;302;4238;1362;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-03;M;9;1;1;303;4247;1363;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-03;M;18;0;4;303;4265;1367;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-03;M;22;0;7;303;4287;1374;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-04;F;127;2;10;305;4414;1384;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-04;F;19;1;2;306;4433;1386;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-04;F;2;0;0;306;4435;1386;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-04;F;21;1;4;307;4456;1390;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-04;F;12;0;1;307;4468;1391;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-04;M;86;6;19;313;4554;1410;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-04;M;11;3;4;316;4565;1414;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-04;M;6;1;3;317;4571;1417;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-04;M;5;1;3;318;4576;1420;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-04;M;4;0;1;318;4580;1421;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-05;F;64;6;14;324;4644;1435;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-05;F;18;0;4;324;4662;1439;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-05;F;3;1;0;325;4665;1439;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-05;F;13;0;2;325;4678;1441;2024-02-27T11:24:59.760
