"Regionskode";"Region";"Prøvetagningsdato";"Køn";"Bekræftede tilfælde i alt";"Døde";"Indlæggelser";"Kummuleret antal døde";"Kummuleret antal bekræftede tilfælde";"Kummuleret antal indlæggelser";"Timestamp"
1083;Syddanmark;2023-12-02;M;17;1;11;9208;3409456;67015;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-03;F;32;3;12;9211;3409488;67027;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-03;F;19;0;8;9211;3409507;67035;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-03;F;7;0;2;9211;3409514;67037;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-03;F;17;3;8;9214;3409531;67045;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-03;F;17;0;5;9214;3409548;67050;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-03;M;28;2;10;9216;3409576;67060;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-03;M;10;0;7;9216;3409586;67067;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-03;M;8;1;6;9217;3409594;67073;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-03;M;13;0;7;9217;3409607;67080;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-03;M;8;1;7;9218;3409615;67087;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-04;F;116;1;12;9219;3409731;67099;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-04;F;36;0;9;9219;3409767;67108;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-04;F;12;1;7;9220;3409779;67115;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-04;F;45;2;10;9222;3409824;67125;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-04;F;43;0;6;9222;3409867;67131;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-04;M;82;1;19;9223;3409949;67150;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-04;M;23;2;15;9225;3409972;67165;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-04;M;18;0;9;9225;3409990;67174;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-04;M;40;2;14;9227;3410030;67188;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-04;M;35;1;12;9228;3410065;67200;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-05;F;113;2;21;9230;3410178;67221;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-05;F;25;0;8;9230;3410203;67229;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-05;F;12;0;7;9230;3410215;67236;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-05;F;42;1;13;9231;3410257;67249;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-05;F;38;1;8;9232;3410295;67257;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-05;M;85;0;16;9232;3410380;67273;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-05;M;26;2;12;9234;3410406;67285;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-05;M;14;0;7;9234;3410420;67292;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-05;M;38;0;13;9234;3410458;67305;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-05;M;29;0;7;9234;3410487;67312;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-06;F;122;2;18;9236;3410609;67330;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-06;F;31;2;6;9238;3410640;67336;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-06;F;16;1;3;9239;3410656;67339;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-06;F;40;1;12;9240;3410696;67351;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-06;F;39;1;11;9241;3410735;67362;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-06;M;77;2;18;9243;3410812;67380;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-06;M;26;3;14;9246;3410838;67394;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-06;M;12;0;7;9246;3410850;67401;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-06;M;37;4;15;9250;3410887;67416;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-06;M;41;1;20;9251;3410928;67436;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-07;F;121;3;25;9254;3411049;67461;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-07;F;33;0;8;9254;3411082;67469;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-07;F;16;0;8;9254;3411098;67477;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-07;F;47;1;14;9255;3411145;67491;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-07;F;49;1;6;9256;3411194;67497;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-07;M;95;6;24;9262;3411289;67521;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-07;M;28;1;13;9263;3411317;67534;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-07;M;11;0;7;9263;3411328;67541;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-07;M;43;2;14;9265;3411371;67555;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-07;M;42;1;15;9266;3411413;67570;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-08;F;121;1;21;9267;3411534;67591;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-08;F;33;1;15;9268;3411567;67606;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-08;F;13;0;9;9268;3411580;67615;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-08;F;40;1;13;9269;3411620;67628;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-08;F;51;1;16;9270;3411671;67644;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-08;M;87;3;20;9273;3411758;67664;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-08;M;33;1;14;9274;3411791;67678;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-08;M;14;2;9;9276;3411805;67687;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-08;M;35;2;13;9278;3411840;67700;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-08;M;36;2;10;9280;3411876;67710;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-09;F;34;3;16;9283;3411910;67726;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-09;F;14;1;10;9284;3411924;67736;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-09;F;8;0;4;9284;3411932;67740;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-09;F;10;1;6;9285;3411942;67746;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-09;F;12;1;9;9286;3411954;67755;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-09;M;41;4;25;9290;3411995;67780;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-09;M;17;1;10;9291;3412012;67790;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-09;M;7;0;5;9291;3412019;67795;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-09;M;19;4;12;9295;3412038;67807;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-09;M;30;5;17;9300;3412068;67824;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-10;F;41;0;22;9300;3412109;67846;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-10;F;21;2;11;9302;3412130;67857;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-10;F;11;0;6;9302;3412141;67863;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-10;F;21;3;12;9305;3412162;67875;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-10;F;26;0;12;9305;3412188;67887;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-10;M;43;3;23;9308;3412231;67910;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-10;M;18;2;11;9310;3412249;67921;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-10;M;8;1;4;9311;3412257;67925;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-10;M;30;1;21;9312;3412287;67946;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-10;M;28;3;21;9315;3412315;67967;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-11;F;146;1;22;9316;3412461;67989;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-11;F;29;1;13;9317;3412490;68002;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-11;F;15;0;4;9317;3412505;68006;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-11;F;54;1;16;9318;3412559;68022;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-11;F;51;3;12;9321;3412610;68034;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-11;M;122;2;22;9323;3412732;68056;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-11;M;30;4;16;9327;3412762;68072;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-11;M;13;1;6;9328;3412775;68078;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-11;M;53;2;16;9330;3412828;68094;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-11;M;36;1;15;9331;3412864;68109;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-12;F;134;1;19;9332;3412998;68128;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-12;F;30;0;12;9332;3413028;68140;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-12;F;10;0;5;9332;3413038;68145;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-12;F;44;3;9;9335;3413082;68154;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-12;F;50;1;18;9336;3413132;68172;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-12;M;89;4;22;9340;3413221;68194;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-12;M;29;3;13;9343;3413250;68207;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-12;M;15;0;10;9343;3413265;68217;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-12;M;47;4;10;9347;3413312;68227;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-12;M;40;1;12;9348;3413352;68239;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-13;F;107;0;22;9348;3413459;68261;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-13;F;27;1;7;9349;3413486;68268;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-13;F;12;0;4;9349;3413498;68272;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-13;F;62;2;12;9351;3413560;68284;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-13;F;41;1;11;9352;3413601;68295;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-13;M;83;6;21;9358;3413684;68316;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-13;M;33;0;20;9358;3413717;68336;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-13;M;7;1;5;9359;3413724;68341;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-13;M;47;4;15;9363;3413771;68356;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-13;M;33;2;14;9365;3413804;68370;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-14;F;96;0;20;9365;3413900;68390;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-14;F;18;1;5;9366;3413918;68395;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-14;F;9;0;5;9366;3413927;68400;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-14;F;37;4;14;9370;3413964;68414;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-14;F;46;0;15;9370;3414010;68429;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-14;M;88;2;21;9372;3414098;68450;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-14;M;27;1;12;9373;3414125;68462;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-14;M;15;3;9;9376;3414140;68471;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-14;M;40;3;20;9379;3414180;68491;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-14;M;46;3;22;9382;3414226;68513;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-15;F;100;2;28;9384;3414326;68541;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-15;F;28;1;12;9385;3414354;68553;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-15;F;12;1;7;9386;3414366;68560;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-15;F;29;0;6;9386;3414395;68566;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-15;F;38;3;13;9389;3414433;68579;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-15;M;81;4;26;9393;3414514;68605;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-15;M;23;0;9;9393;3414537;68614;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-15;M;4;0;2;9393;3414541;68616;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-15;M;35;0;13;9393;3414576;68629;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-15;M;31;3;14;9396;3414607;68643;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-16;F;30;2;11;9398;3414637;68654;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-16;F;14;3;8;9401;3414651;68662;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-16;F;13;0;6;9401;3414664;68668;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-16;F;10;4;6;9405;3414674;68674;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-16;F;13;0;9;9405;3414687;68683;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-16;M;36;5;21;9410;3414723;68704;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-16;M;15;1;13;9411;3414738;68717;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-16;M;12;1;8;9412;3414750;68725;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-16;M;12;0;10;9412;3414762;68735;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-16;M;19;1;12;9413;3414781;68747;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-17;F;45;2;23;9415;3414826;68770;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-17;F;13;0;8;9415;3414839;68778;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-17;F;8;0;3;9415;3414847;68781;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-17;F;18;2;11;9417;3414865;68792;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-17;F;20;1;13;9418;3414885;68805;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-17;M;38;6;25;9424;3414923;68830;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-17;M;11;2;6;9426;3414934;68836;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-17;M;9;0;5;9426;3414943;68841;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-17;M;19;3;15;9429;3414962;68856;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-17;M;26;6;20;9435;3414988;68876;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-18;F;104;2;22;9437;3415092;68898;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-18;F;29;1;9;9438;3415121;68907;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-18;F;9;0;3;9438;3415130;68910;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-18;F;46;0;10;9438;3415176;68920;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-18;F;47;3;17;9441;3415223;68937;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-18;M;85;1;25;9442;3415308;68962;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-18;M;29;2;15;9444;3415337;68977;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-18;M;14;1;8;9445;3415351;68985;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-18;M;36;2;14;9447;3415387;68999;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-18;M;44;4;20;9451;3415431;69019;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-19;F;92;2;17;9453;3415523;69036;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-19;F;33;0;14;9453;3415556;69050;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-19;F;6;1;4;9454;3415562;69054;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-19;F;43;1;10;9455;3415605;69064;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-19;F;34;0;10;9455;3415639;69074;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-19;M;71;3;27;9458;3415710;69101;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-19;M;22;1;11;9459;3415732;69112;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-19;M;13;2;5;9461;3415745;69117;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-19;M;42;2;13;9463;3415787;69130;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-19;M;35;2;16;9465;3415822;69146;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-20;F;88;3;24;9468;3415910;69170;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-20;F;12;0;7;9468;3415922;69177;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-20;F;7;2;3;9470;3415929;69180;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-20;F;26;1;7;9471;3415955;69187;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-20;F;32;2;12;9473;3415987;69199;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-20;M;55;3;18;9476;3416042;69217;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-20;M;25;1;15;9477;3416067;69232;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-20;M;9;0;6;9477;3416076;69238;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-20;M;35;2;10;9479;3416111;69248;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-20;M;21;1;11;9480;3416132;69259;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-21;F;82;1;14;9481;3416214;69273;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-21;F;20;0;7;9481;3416234;69280;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-21;F;9;1;4;9482;3416243;69284;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-21;F;36;2;13;9484;3416279;69297;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-21;F;35;1;13;9485;3416314;69310;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-21;M;67;2;27;9487;3416381;69337;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-21;M;22;3;14;9490;3416403;69351;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-21;M;8;1;5;9491;3416411;69356;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-21;M;25;2;9;9493;3416436;69365;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-21;M;21;1;9;9494;3416457;69374;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-22;F;61;3;18;9497;3416518;69392;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-22;F;23;1;14;9498;3416541;69406;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-22;F;8;1;6;9499;3416549;69412;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-22;F;34;1;12;9500;3416583;69424;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-22;F;18;2;10;9502;3416601;69434;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-22;M;42;3;17;9505;3416643;69451;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-22;M;14;1;9;9506;3416657;69460;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-22;M;6;2;5;9508;3416663;69465;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-22;M;17;3;10;9511;3416680;69475;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-22;M;19;3;14;9514;3416699;69489;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-23;F;22;2;9;9516;3416721;69498;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-23;F;7;0;6;9516;3416728;69504;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-23;F;2;0;2;9516;3416730;69506;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-23;F;4;1;1;9517;3416734;69507;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-23;F;14;0;8;9517;3416748;69515;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-23;M;22;3;13;9520;3416770;69528;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-23;M;13;0;5;9520;3416783;69533;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-23;M;4;1;4;9521;3416787;69537;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-23;M;12;1;9;9522;3416799;69546;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-23;M;18;2;11;9524;3416817;69557;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-24;F;25;2;16;9526;3416842;69573;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-24;F;10;2;8;9528;3416852;69581;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-24;F;4;0;4;9528;3416856;69585;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-24;F;12;2;8;9530;3416868;69593;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-24;F;11;2;4;9532;3416879;69597;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-24;M;15;2;9;9534;3416894;69606;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-24;M;11;0;6;9534;3416905;69612;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-24;M;5;1;5;9535;3416910;69617;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-24;M;10;0;5;9535;3416920;69622;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-24;M;11;0;8;9535;3416931;69630;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-25;F;25;1;13;9536;3416956;69643;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-25;F;19;0;15;9536;3416975;69658;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-25;F;6;1;5;9537;3416981;69663;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-25;F;7;0;5;9537;3416988;69668;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-25;F;17;1;12;9538;3417005;69680;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-25;M;24;4;19;9542;3417029;69699;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-25;M;20;2;14;9544;3417049;69713;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-25;M;9;0;9;9544;3417058;69722;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-25;M;13;1;10;9545;3417071;69732;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-25;M;13;2;12;9547;3417084;69744;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-26;F;26;2;18;9549;3417110;69762;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-26;F;12;0;8;9549;3417122;69770;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-26;F;5;0;3;9549;3417127;69773;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-26;F;4;0;2;9549;3417131;69775;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-26;F;11;0;9;9549;3417142;69784;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-26;M;32;5;21;9554;3417174;69805;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-26;M;10;0;9;9554;3417184;69814;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-26;M;7;1;4;9555;3417191;69818;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-26;M;6;0;4;9555;3417197;69822;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-26;M;8;1;7;9556;3417205;69829;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-27;F;35;2;10;9558;3417240;69839;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-27;F;15;2;10;9560;3417255;69849;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-27;F;5;0;3;9560;3417260;69852;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-27;F;15;0;5;9560;3417275;69857;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-27;F;18;0;8;9560;3417293;69865;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-27;M;41;3;13;9563;3417334;69878;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-27;M;16;0;7;9563;3417350;69885;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-27;M;5;0;4;9563;3417355;69889;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-27;M;19;1;9;9564;3417374;69898;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-27;M;20;3;13;9567;3417394;69911;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-28;F;44;1;13;9568;3417438;69924;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-28;F;12;1;6;9569;3417450;69930;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-28;F;5;0;2;9569;3417455;69932;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-28;F;20;1;9;9570;3417475;69941;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-28;F;14;1;6;9571;3417489;69947;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-28;M;38;0;15;9571;3417527;69962;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-28;M;17;2;12;9573;3417544;69974;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-28;M;8;0;5;9573;3417552;69979;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-28;M;15;1;7;9574;3417567;69986;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-28;M;15;0;7;9574;3417582;69993;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-29;F;43;0;14;9574;3417625;70007;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-29;F;13;0;7;9574;3417638;70014;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-29;F;7;0;7;9574;3417645;70021;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-29;F;23;0;9;9574;3417668;70030;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-29;F;6;1;4;9575;3417674;70034;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-29;M;31;3;17;9578;3417705;70051;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-29;M;13;1;8;9579;3417718;70059;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-29;M;5;2;5;9581;3417723;70064;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-29;M;23;4;10;9585;3417746;70074;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-29;M;17;1;13;9586;3417763;70087;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-30;F;19;3;11;9589;3417782;70098;2024-02-27T11:24:59.760
1082;Midtjylland;2023-12-30;F;9;2;4;9591;3417791;70102;2024-02-27T11:24:59.760
1081;Nordjylland;2023-12-30;F;8;0;3;9591;3417799;70105;2024-02-27T11:24:59.760
1085;Sjælland;2023-12-30;F;5;1;3;9592;3417804;70108;2024-02-27T11:24:59.760
1083;Syddanmark;2023-12-30;F;8;2;6;9594;3417812;70114;2024-02-27T11:24:59.760
1084;Hovedstaden;2023-12-30;M;18;3;8;9597;3417830;70122;2024-02-27T11:24:59.760
