Date,Location,region,measureid,fractionid,viral_load,seven_day_rolling_avg,pruid
2020-11-06,Vancouver Annacis Island,Vancouver,covN2,solid,15.7641273759557,15.7641273759557,59
2020-11-08,Vancouver Annacis Island,Vancouver,covN2,solid,17.1076677633857,16.4358975696707,59
2020-11-12,Vancouver Annacis Island,Vancouver,covN2,solid,48.8471562025421,27.2396504472945,59
2020-11-15,Vancouver Annacis Island,Vancouver,covN2,solid,55.9856430518204,52.4163996271812,59
2020-11-19,Vancouver Annacis Island,Vancouver,covN2,solid,43.1994035710969,49.5925233114586,59
2020-11-22,Vancouver Annacis Island,Vancouver,covN2,solid,24.9404278608749,34.0699157159859,59
2020-11-26,Vancouver Annacis Island,Vancouver,covN2,solid,26.1513603246008,25.5458940927378,59
2020-11-29,Vancouver Annacis Island,Vancouver,covN2,solid,40.5416248061631,33.346492565382,59
2020-12-01,Vancouver Annacis Island,Vancouver,covN2,solid,44.1949979740826,36.9626610349488,59
2020-12-03,Vancouver Annacis Island,Vancouver,covN2,solid,50.5286041876541,45.0884089892999,59
2020-12-06,Vancouver Annacis Island,Vancouver,covN2,solid,42.8040890247567,45.8425637288311,59
2020-12-08,Vancouver Annacis Island,Vancouver,covN2,solid,10.155209393834,34.4959675354149,59
2020-12-10,Vancouver Annacis Island,Vancouver,covN2,solid,30.1166148039762,27.691971074189,59
2020-12-13,Vancouver Annacis Island,Vancouver,covN2,solid,23.3491687717305,21.2069976565136,59
2020-12-15,Vancouver Annacis Island,Vancouver,covN2,solid,55.1464154469046,36.2040663408704,59
2020-12-17,Vancouver Annacis Island,Vancouver,covN2,solid,27.4771856817776,35.3242566334709,59
2020-12-20,Vancouver Annacis Island,Vancouver,covN2,solid,7.84208611649744,30.1552290817265,59
2020-12-21,Vancouver Annacis Island,Vancouver,covN2,solid,11.0305193955789,25.3740516601896,59
2020-12-22,Vancouver Annacis Island,Vancouver,covN2,solid,8.97817093706966,13.8319905327309,59
2020-12-28,Vancouver Annacis Island,Vancouver,covN2,solid,74.3212392703412,41.6497051037054,59
2020-12-29,Vancouver Annacis Island,Vancouver,covN2,solid,32.0925721510926,53.2069057107169,59
2021-01-03,Vancouver Annacis Island,Vancouver,covN2,solid,30.3207697470816,45.5781937228385,59
2021-01-05,Vancouver Annacis Island,Vancouver,covN2,solid,27.8693394661896,29.0950546066356,59
2021-01-07,Vancouver Annacis Island,Vancouver,covN2,solid,14.1914924592375,24.1272005575029,59
2021-01-10,Vancouver Annacis Island,Vancouver,covN2,solid,21.697259136138,21.2526970205217,59
2021-01-12,Vancouver Annacis Island,Vancouver,covN2,solid,5.67101970051418,13.8532570986299,59
2021-01-14,Vancouver Annacis Island,Vancouver,covN2,solid,29.8980178987958,19.0887655784827,59
2021-01-17,Vancouver Annacis Island,Vancouver,covN2,solid,20.975285123151,18.8481075741537,59
2021-01-19,Vancouver Annacis Island,Vancouver,covN2,solid,12.4113648277523,21.0948892832331,59
2021-01-21,Vancouver Annacis Island,Vancouver,covN2,solid,21.408806783141,18.2651522446814,59
2021-01-24,Vancouver Annacis Island,Vancouver,covN2,solid,22.9948927885572,18.9383547998168,59
2021-01-26,Vancouver Annacis Island,Vancouver,covN2,solid,15.9914998878627,20.1317331531869,59
2021-01-28,Vancouver Annacis Island,Vancouver,covN2,solid,18.2378215910461,19.0747380891553,59
2021-01-31,Vancouver Annacis Island,Vancouver,covN2,solid,11.9574448569667,15.3955887786252,59
2021-02-02,Vancouver Annacis Island,Vancouver,covN2,solid,16.5497352487264,15.5816672322464,59
2021-02-04,Vancouver Annacis Island,Vancouver,covN2,solid,13.2992523783568,13.9354774946833,59
2021-02-07,Vancouver Annacis Island,Vancouver,covN2,solid,14.8140757928289,14.8876878066374,59
2021-02-09,Vancouver Annacis Island,Vancouver,covN2,solid,45.1695632434786,24.4276304715547,59
2021-02-11,Vancouver Annacis Island,Vancouver,covN2,solid,20.4602651051526,26.81463471382,59
2021-02-14,Vancouver Annacis Island,Vancouver,covN2,solid,22.9324353218838,29.5207545568383,59
2021-02-16,Vancouver Annacis Island,Vancouver,covN2,solid,23.9381507940215,22.4436170736859,59
2021-02-18,Vancouver Annacis Island,Vancouver,covN2,solid,31.7335261573012,26.2013707577355,59
2021-02-21,Vancouver Annacis Island,Vancouver,covN2,solid,12.7610590276969,22.8109119930065,59
2021-02-23,Vancouver Annacis Island,Vancouver,covN2,solid,33.592054693752,26.0288799595834,59
2021-02-25,Vancouver Annacis Island,Vancouver,covN2,solid,21.0488575844771,22.467323768642,59
2021-02-28,Vancouver Annacis Island,Vancouver,covN2,solid,18.871579533157,24.5041639371287,59
2021-03-02,Vancouver Annacis Island,Vancouver,covN2,solid,15.5772813390891,18.4992394855744,59
2021-03-04,Vancouver Annacis Island,Vancouver,covN2,solid,28.2490330179436,20.8992979633965,59
2021-03-07,Vancouver Annacis Island,Vancouver,covN2,solid,27.6105556662531,23.8122900077619,59
2021-03-09,Vancouver Annacis Island,Vancouver,covN2,solid,58.8101048369056,38.2232311737008,59
2021-03-11,Vancouver Annacis Island,Vancouver,covN2,solid,73.861172156464,53.4272775532076,59
2021-03-14,Vancouver Annacis Island,Vancouver,covN2,solid,71.1495435117457,67.9402735017051,59
2021-03-16,Vancouver Annacis Island,Vancouver,covN2,solid,38.3888690438446,61.1331949040181,59
2021-03-18,Vancouver Annacis Island,Vancouver,covN2,solid,80.3512092298793,63.2965405951566,59
2021-03-21,Vancouver Annacis Island,Vancouver,covN2,solid,48.3102881508166,55.6834554748468,59
2021-03-23,Vancouver Annacis Island,Vancouver,covN2,solid,51.2768263960979,59.9794412589313,59
2021-03-25,Vancouver Annacis Island,Vancouver,covN2,solid,51.1118975580129,50.2330040349758,59
2021-03-28,Vancouver Annacis Island,Vancouver,covN2,solid,25.795832824395,42.7281855928353,59
2021-03-30,Vancouver Annacis Island,Vancouver,covN2,solid,54.1260289563418,43.6779197795832,59
2021-04-01,Vancouver Annacis Island,Vancouver,covN2,solid,221.659513841065,100.527125207267,59
2021-04-04,Vancouver Annacis Island,Vancouver,covN2,solid,41.6479024135191,105.811148403642,59
2021-04-08,Vancouver Annacis Island,Vancouver,covN2,solid,61.0995647569813,51.3737335852502,59
2021-04-11,Vancouver Annacis Island,Vancouver,covN2,solid,66.9095345115838,64.0045496342825,59
2021-04-15,Vancouver Annacis Island,Vancouver,covN2,solid,137.106635304222,102.008084907903,59
2021-04-18,Vancouver Annacis Island,Vancouver,covN2,solid,42.7403246271952,89.9234799657088,59
2021-04-22,Vancouver Annacis Island,Vancouver,covN2,solid,59.2899881898961,51.0151564085456,59
2021-04-25,Vancouver Annacis Island,Vancouver,covN2,solid,64.0293390387581,61.6596636143271,59
2021-04-29,Vancouver Annacis Island,Vancouver,covN2,solid,60.4273703811699,62.228354709964,59
2021-05-02,Vancouver Annacis Island,Vancouver,covN2,solid,34.4691230640235,47.4482467225967,59
2021-05-06,Vancouver Annacis Island,Vancouver,covN2,solid,50.9078000955287,42.6884615797761,59
2021-05-09,Vancouver Annacis Island,Vancouver,covN2,solid,58.987675865576,54.9477379805523,59
2021-05-13,Vancouver Annacis Island,Vancouver,covN2,solid,51.325404491874,55.156540178725,59
2021-05-16,Vancouver Annacis Island,Vancouver,covN2,solid,39.6498075923411,45.4876060421076,59
2021-05-20,Vancouver Annacis Island,Vancouver,covN2,solid,30.8247496826114,35.2372786374763,59
2021-05-23,Vancouver Annacis Island,Vancouver,covN2,solid,39.5868136380295,35.2057816603204,59
2021-05-27,Vancouver Annacis Island,Vancouver,covN2,solid,16.2262340836674,27.9065238608484,59
2021-05-30,Vancouver Annacis Island,Vancouver,covN2,solid,19.2901996685867,17.7582168761271,59
2021-06-03,Vancouver Annacis Island,Vancouver,covN2,solid,13.1241439127114,16.207171790649,59
2021-06-06,Vancouver Annacis Island,Vancouver,covN2,solid,7.41872693519263,10.271435423952,59
2021-06-10,Vancouver Annacis Island,Vancouver,covN2,solid,17.1865137966392,12.3026203659159,59
2021-06-13,Vancouver Annacis Island,Vancouver,covN2,solid,14.2130380497605,15.6997759231998,59
2021-06-20,Vancouver Annacis Island,Vancouver,covN2,solid,3.84662395230582,3.84662395230582,59
2021-06-24,Vancouver Annacis Island,Vancouver,covN2,solid,8.28680226715263,6.06671310972922,59
2021-06-27,Vancouver Annacis Island,Vancouver,covN2,solid,2.65641616954297,5.4716092183478,59
2021-07-01,Vancouver Annacis Island,Vancouver,covN2,solid,3.45331985910733,3.05486801432515,59
2021-07-04,Vancouver Annacis Island,Vancouver,covN2,solid,1.13529356927321,2.29430671419027,59
2021-07-08,Vancouver Annacis Island,Vancouver,covN2,solid,1.49949913925419,1.3173963542637,59
2021-07-11,Vancouver Annacis Island,Vancouver,covN2,solid,2.18224453418083,1.84087183671751,59
2021-07-15,Vancouver Annacis Island,Vancouver,covN2,solid,2.06148113659082,2.12186283538583,59
2021-07-18,Vancouver Annacis Island,Vancouver,covN2,solid,4.49850379407808,3.27999246533445,59
2021-07-22,Vancouver Annacis Island,Vancouver,covN2,solid,11.3230611880304,7.91078249105422,59
2021-07-25,Vancouver Annacis Island,Vancouver,covN2,solid,3.87428495891131,7.59867307347083,59
2021-08-01,Vancouver Annacis Island,Vancouver,covN2,solid,4.79543008979672,4.79543008979672,59
2021-08-05,Vancouver Annacis Island,Vancouver,covN2,solid,19.1145975012717,11.9550137955342,59
2021-08-08,Vancouver Annacis Island,Vancouver,covN2,solid,17.1813664591567,18.1479819802142,59
2021-08-12,Vancouver Annacis Island,Vancouver,covN2,solid,14.6997612908165,15.9405638749866,59
2021-08-15,Vancouver Annacis Island,Vancouver,covN2,solid,20.2757980023957,17.4877796466061,59
2021-08-19,Vancouver Annacis Island,Vancouver,covN2,solid,13.5681269447478,16.9219624735718,59
2021-08-22,Vancouver Annacis Island,Vancouver,covN2,solid,19.5985514696406,16.5833392071942,59
2021-08-26,Vancouver Annacis Island,Vancouver,covN2,solid,30.0089432765178,24.8037473730792,59
2021-08-29,Vancouver Annacis Island,Vancouver,covN2,solid,22.2427685585495,26.1258559175336,59
2021-09-02,Vancouver Annacis Island,Vancouver,covN2,solid,30.4849492620941,26.3638589103218,59
2021-09-05,Vancouver Annacis Island,Vancouver,covN2,solid,43.9108967303019,37.197922996198,59
2021-09-09,Vancouver Annacis Island,Vancouver,covN2,solid,42.0386445390988,42.9747706347003,59
2021-09-12,Vancouver Annacis Island,Vancouver,covN2,solid,105.088393714126,73.5635191266124,59
2021-09-16,Vancouver Annacis Island,Vancouver,covN2,solid,30.1558949058691,67.6221443099976,59
2021-09-19,Vancouver Annacis Island,Vancouver,covN2,solid,53.9674097762138,42.0616523410415,59
2021-09-23,Vancouver Annacis Island,Vancouver,covN2,solid,29.2625299747773,41.6149698754956,59
2021-09-26,Vancouver Annacis Island,Vancouver,covN2,solid,19.7451827920349,24.5038563834061,59
2021-09-30,Vancouver Annacis Island,Vancouver,covN2,solid,22.3240520858894,21.0346174389622,59
2021-10-03,Vancouver Annacis Island,Vancouver,covN2,solid,24.5788397601465,23.4514459230179,59
2021-10-07,Vancouver Annacis Island,Vancouver,covN2,solid,32.5506302432247,28.5647350016856,59
2021-10-10,Vancouver Annacis Island,Vancouver,covN2,solid,30.9876807271375,31.7691554851811,59
2021-10-14,Vancouver Annacis Island,Vancouver,covN2,solid,35.1154272969369,33.0515540120372,59
2021-10-17,Vancouver Annacis Island,Vancouver,covN2,solid,26.2584432283129,30.6869352626249,59
2021-10-21,Vancouver Annacis Island,Vancouver,covN2,solid,34.7087837158283,30.4836134720706,59
2021-10-24,Vancouver Annacis Island,Vancouver,covN2,solid,22.5963453907597,28.652564553294,59
2021-10-28,Vancouver Annacis Island,Vancouver,covN2,solid,36.1187460456843,29.357545718222,59
2021-10-31,Vancouver Annacis Island,Vancouver,covN2,solid,31.4677005847411,33.7932233152127,59
2021-11-04,Vancouver Annacis Island,Vancouver,covN2,solid,14.277814992387,22.8727577885641,59
2021-11-07,Vancouver Annacis Island,Vancouver,covN2,solid,7.62964788881284,10.9537314405999,59
2021-11-11,Vancouver Annacis Island,Vancouver,covN2,solid,11.1162646736309,9.37295628122189,59
2021-11-14,Vancouver Annacis Island,Vancouver,covN2,solid,4.92141236172015,8.01883851767554,59
2021-11-18,Vancouver Annacis Island,Vancouver,covN2,solid,12.861464296644,8.8914383291821,59
2021-11-21,Vancouver Annacis Island,Vancouver,covN2,solid,9.34565720368434,11.1035607501642,59
2021-11-25,Vancouver Annacis Island,Vancouver,covN2,solid,12.205440565062,10.7755488843731,59
2021-11-28,Vancouver Annacis Island,Vancouver,covN2,solid,1.15958135798861,6.68251096152528,59
2021-12-02,Vancouver Annacis Island,Vancouver,covN2,solid,11.2513897377028,6.2054855478457,59
2021-12-05,Vancouver Annacis Island,Vancouver,covN2,solid,26.1880861696775,18.7197379536901,59
2021-12-09,Vancouver Annacis Island,Vancouver,covN2,solid,8.16369707097541,17.1758916203265,59
2021-12-12,Vancouver Annacis Island,Vancouver,covN2,solid,14.598353933314,11.3810255021447,59
2021-12-16,Vancouver Annacis Island,Vancouver,covN2,solid,17.1822022708315,15.8902781020728,59
2021-12-19,Vancouver Annacis Island,Vancouver,covN2,solid,19.2199202713281,18.2010612710798,59
2021-12-23,Vancouver Annacis Island,Vancouver,covN2,solid,113.85356280632,66.5367415388238,59
2021-12-26,Vancouver Annacis Island,Vancouver,covN2,solid,99.4586832263246,106.656123016322,59
2021-12-30,Vancouver Annacis Island,Vancouver,covN2,solid,212.438017590663,155.948350408494,59
2022-01-02,Vancouver Annacis Island,Vancouver,covN2,solid,193.654325798217,203.04617169444,59
2022-01-06,Vancouver Annacis Island,Vancouver,covN2,solid,594.91867238016,394.286499089188,59
2022-01-09,Vancouver Annacis Island,Vancouver,covN2,solid,478.248412475867,536.583542428014,59
2022-01-13,Vancouver Annacis Island,Vancouver,covN2,solid,809.985228917923,644.116820696895,59
2022-01-16,Vancouver Annacis Island,Vancouver,covN2,solid,244.185915249665,527.085572083794,59
2022-01-20,Vancouver Annacis Island,Vancouver,covN2,solid,281.418377076317,262.802146162991,59
2022-01-23,Vancouver Annacis Island,Vancouver,covN2,solid,251.760135094645,266.589256085481,59
2022-01-27,Vancouver Annacis Island,Vancouver,covN2,solid,232.049583423284,241.904859258964,59
2022-01-30,Vancouver Annacis Island,Vancouver,covN2,solid,103.164010332562,167.606796877923,59
2022-02-03,Vancouver Annacis Island,Vancouver,covN2,solid,73.1411597146283,88.1525850235954,59
2022-02-06,Vancouver Annacis Island,Vancouver,covN2,solid,210.433127183238,141.787143448933,59
2022-02-10,Vancouver Annacis Island,Vancouver,covN2,solid,98.9281051896766,154.680616186457,59
2022-02-13,Vancouver Annacis Island,Vancouver,covN2,solid,35.9086413831732,67.4183732864249,59
2022-02-17,Vancouver Annacis Island,Vancouver,covN2,solid,118.924084992871,77.4163631880222,59
2022-02-20,Vancouver Annacis Island,Vancouver,covN2,solid,20.9292693572521,69.9266771750616,59
2022-02-24,Vancouver Annacis Island,Vancouver,covN2,solid,57.9249944595436,39.4271319083979,59
2022-02-27,Vancouver Annacis Island,Vancouver,covN2,solid,25.7293597613227,41.8271771104332,59
2022-03-06,Vancouver Annacis Island,Vancouver,covN2,solid,30.6038031508742,30.6038031508742,59
2022-03-10,Vancouver Annacis Island,Vancouver,covN2,solid,19.1581116857177,24.880957418296,59
2022-03-13,Vancouver Annacis Island,Vancouver,covN2,solid,11.2138271703366,15.1859694280272,59
2022-03-17,Vancouver Annacis Island,Vancouver,covN2,solid,10.0766850196236,10.6452560949801,59
2022-03-20,Vancouver Annacis Island,Vancouver,covN2,solid,33.6155759091089,21.8461304643662,59
2022-03-24,Vancouver Annacis Island,Vancouver,covN2,solid,12.7468161175281,23.1811960133185,59
2022-03-27,Vancouver Annacis Island,Vancouver,covN2,solid,14.8245825431631,13.7856993303456,59
2022-03-31,Vancouver Annacis Island,Vancouver,covN2,solid,65.0953479229497,39.9599652330564,59
2022-04-03,Vancouver Annacis Island,Vancouver,covN2,solid,10.670489256829,37.8829185898893,59
2022-04-07,Vancouver Annacis Island,Vancouver,covN2,solid,28.0975755917816,19.3840324243053,59
2022-04-10,Vancouver Annacis Island,Vancouver,covN2,solid,198.580688096825,113.339131844303,59
2022-04-14,Vancouver Annacis Island,Vancouver,covN2,solid,75.752366285801,137.166527191313,59
2022-04-17,Vancouver Annacis Island,Vancouver,covN2,solid,360.197526889577,217.974946587689,59
2022-04-21,Vancouver Annacis Island,Vancouver,covN2,solid,184.041011959957,272.119269424767,59
2022-04-24,Vancouver Annacis Island,Vancouver,covN2,solid,176.267974334135,180.154493147046,59
2022-04-28,Vancouver Annacis Island,Vancouver,covN2,solid,291.922484285388,234.095229309762,59
2022-05-01,Vancouver Annacis Island,Vancouver,covN2,solid,232.897388901548,262.409936593468,59
2022-05-05,Vancouver Annacis Island,Vancouver,covN2,solid,91.6641763158338,162.280782608691,59
2022-05-08,Vancouver Annacis Island,Vancouver,covN2,solid,450.914264643984,271.289220479909,59
2022-05-12,Vancouver Annacis Island,Vancouver,covN2,solid,134.078277184173,292.496270914078,59
2022-05-15,Vancouver Annacis Island,Vancouver,covN2,solid,192.784289366841,163.431283275507,59
2022-05-19,Vancouver Annacis Island,Vancouver,covN2,solid,72.2754959189579,132.529892642899,59
2022-05-22,Vancouver Annacis Island,Vancouver,covN2,solid,69.048326149751,70.6619110343545,59
2022-05-26,Vancouver Annacis Island,Vancouver,covN2,solid,209.504160434468,139.276243292109,59
2022-05-29,Vancouver Annacis Island,Vancouver,covN2,solid,247.933649678923,228.718905056695,59
2022-06-02,Vancouver Annacis Island,Vancouver,covN2,solid,226.531794091526,237.232721885224,59
2022-06-05,Vancouver Annacis Island,Vancouver,covN2,solid,754.480741286505,490.506267689015,59
2022-06-09,Vancouver Annacis Island,Vancouver,covN2,solid,20.3461554690199,387.413448377763,59
2022-06-12,Vancouver Annacis Island,Vancouver,covN2,solid,57.1104099960163,38.7282827325181,59
2022-06-16,Vancouver Annacis Island,Vancouver,covN2,solid,63.0920470259646,60.1012285109905,59
2022-06-19,Vancouver Annacis Island,Vancouver,covN2,solid,36.4542773679692,49.7731621969669,59
2022-06-23,Vancouver Annacis Island,Vancouver,covN2,solid,56.6795569436202,46.5669171557947,59
2022-06-26,Vancouver Annacis Island,Vancouver,covN2,solid,28.3515755567161,42.5155662501682,59
2022-06-30,Vancouver Annacis Island,Vancouver,covN2,solid,137.590706092426,82.9711408245708,59
2022-07-07,Vancouver Annacis Island,Vancouver,covN2,solid,61.6676858328429,61.6676858328429,59
2022-07-10,Vancouver Annacis Island,Vancouver,covN2,solid,47.9553393113123,54.8115125720776,59
2022-07-14,Vancouver Annacis Island,Vancouver,covN2,solid,202.118489042537,125.036914176924,59
2022-07-17,Vancouver Annacis Island,Vancouver,covN2,solid,309.056333614525,255.587411328531,59
2022-07-21,Vancouver Annacis Island,Vancouver,covN2,solid,101.831906798062,205.444120206294,59
2022-07-24,Vancouver Annacis Island,Vancouver,covN2,solid,173.577363892879,137.70463534547,59
2022-07-28,Vancouver Annacis Island,Vancouver,covN2,solid,44.3574952021369,108.967429547508,59
2022-07-31,Vancouver Annacis Island,Vancouver,covN2,solid,45.9104435099913,45.1339693560641,59
2022-08-04,Vancouver Annacis Island,Vancouver,covN2,solid,24.1931907591103,35.0518171345508,59
2022-08-07,Vancouver Annacis Island,Vancouver,covN2,solid,49.3269446553394,36.7600677072249,59
2022-08-11,Vancouver Annacis Island,Vancouver,covN2,solid,29.188032478333,39.2574885668362,59
2022-08-14,Vancouver Annacis Island,Vancouver,covN2,solid,23.6691092193744,26.4285708488537,59
2022-08-18,Vancouver Annacis Island,Vancouver,covN2,solid,79.0470293742974,51.3580692968359,59
2022-08-21,Vancouver Annacis Island,Vancouver,covN2,solid,28.072051068109,53.5595402212032,59
2022-08-25,Vancouver Annacis Island,Vancouver,covN2,solid,80.1323174938205,54.1021842809647,59
2022-08-28,Vancouver Annacis Island,Vancouver,covN2,solid,70.8366084230578,75.4844629584391,59
2022-09-01,Vancouver Annacis Island,Vancouver,covN2,solid,54.4510911389445,62.6438497810012,59
2022-09-04,Vancouver Annacis Island,Vancouver,covN2,solid,71.2275502617723,62.8393207003584,59
2022-09-06,Vancouver Annacis Island,Vancouver,covN2,solid,42.5751332596938,56.0845915534702,59
2022-09-07,Vancouver Annacis Island,Vancouver,covN2,solid,71.0498282629106,59.8259007308303,59
2022-09-08,Vancouver Annacis Island,Vancouver,covN2,solid,66.5746464401211,62.8567895561244,59
2022-09-09,Vancouver Annacis Island,Vancouver,covN2,solid,77.2695600100893,65.7393436469174,59
2022-09-11,Vancouver Annacis Island,Vancouver,covN2,solid,97.0546231955852,70.90475823368,59
2022-09-12,Vancouver Annacis Island,Vancouver,covN2,solid,49.1984202651042,67.2870352389174,59
2022-09-13,Vancouver Annacis Island,Vancouver,covN2,solid,37.2923301239137,66.4065680496207,59
2022-09-14,Vancouver Annacis Island,Vancouver,covN2,solid,41.4844272579858,61.4790012154666,59
2022-09-15,Vancouver Annacis Island,Vancouver,covN2,solid,36.4988450882511,56.4663676568216,59
2022-09-16,Vancouver Annacis Island,Vancouver,covN2,solid,9.66099881306871,45.1982741239848,59
2022-09-18,Vancouver Annacis Island,Vancouver,covN2,solid,13.891173579208,31.3376991879219,59
2022-09-19,Vancouver Annacis Island,Vancouver,covN2,solid,21.7564505846045,26.7640375745053,59
2022-09-20,Vancouver Annacis Island,Vancouver,covN2,solid,13.5338535089756,22.8042914720156,59
2022-09-21,Vancouver Annacis Island,Vancouver,covN2,solid,15.3186397199478,18.4433268823426,59
2022-09-22,Vancouver Annacis Island,Vancouver,covN2,solid,58.2286988852659,22.0649691818451,59
2022-09-23,Vancouver Annacis Island,Vancouver,covN2,solid,22.0888678471541,24.136280687526,59
2022-09-25,Vancouver Annacis Island,Vancouver,covN2,solid,59.321493214966,31.708000626819,59
2022-09-26,Vancouver Annacis Island,Vancouver,covN2,solid,23.4844831739062,31.9960060583693,59
2022-09-27,Vancouver Annacis Island,Vancouver,covN2,solid,28.2258407925246,34.4446706056274,59
2022-09-28,Vancouver Annacis Island,Vancouver,covN2,solid,57.9179077038902,41.5445486029512,59
2022-09-29,Vancouver Annacis Island,Vancouver,covN2,solid,51.7294458760505,40.4613397680819,59
2022-09-30,Vancouver Annacis Island,Vancouver,covN2,solid,28.1324697014619,41.4686067437999,59
2022-10-02,Vancouver Annacis Island,Vancouver,covN2,solid,28.9302386146056,36.4033976437398,59
2022-10-03,Vancouver Annacis Island,Vancouver,covN2,solid,20.5768614637799,35.9187940253854,59
2022-10-04,Vancouver Annacis Island,Vancouver,covN2,solid,140.466593648394,54.6255861680303,59
2022-10-05,Vancouver Annacis Island,Vancouver,covN2,solid,21.7732588087677,48.6014780188432,59
2022-10-06,Vancouver Annacis Island,Vancouver,covN2,solid,60.3555399587789,50.0391603659646,59
2022-10-07,Vancouver Annacis Island,Vancouver,covN2,solid,63.5820876890399,55.9474300305609,59
2022-10-09,Vancouver Annacis Island,Vancouver,covN2,solid,49.4202644923968,59.3624343435261,59
2022-10-11,Vancouver Annacis Island,Vancouver,covN2,solid,41.2753064772457,47.2812914852458,59
2022-10-12,Vancouver Annacis Island,Vancouver,covN2,solid,44.8669619120955,51.9000321059114,59
2022-10-13,Vancouver Annacis Island,Vancouver,covN2,solid,67.7741551785074,53.3837551498571,59
2022-10-14,Vancouver Annacis Island,Vancouver,covN2,solid,74.669187819912,55.6011751760315,59
2022-10-16,Vancouver Annacis Island,Vancouver,covN2,solid,37.751153950919,53.2673530677359,59
2022-10-17,Vancouver Annacis Island,Vancouver,covN2,solid,43.1278338556319,51.5774331990519,59
2022-10-18,Vancouver Annacis Island,Vancouver,covN2,solid,37.7178952687958,50.9845313309769,59
2022-10-19,Vancouver Annacis Island,Vancouver,covN2,solid,46.0920557564788,51.1887136383742,59
2022-10-20,Vancouver Annacis Island,Vancouver,covN2,solid,46.6687955157548,47.6711536945821,59
2022-10-21,Vancouver Annacis Island,Vancouver,covN2,solid,24.0966505309949,39.2423974797625,59
2022-10-23,Vancouver Annacis Island,Vancouver,covN2,solid,75.6470279236244,45.5583764752134,59
2022-10-24,Vancouver Annacis Island,Vancouver,covN2,solid,104.534490639554,55.7928192725339,59
2022-10-25,Vancouver Annacis Island,Vancouver,covN2,solid,21.68281832247,53.1203064481462,59
2022-10-26,Vancouver Annacis Island,Vancouver,covN2,solid,25.6403641676117,49.711691183335,59
2022-10-27,Vancouver Annacis Island,Vancouver,covN2,solid,58.2999065858336,51.6502096950148,59
2022-10-28,Vancouver Annacis Island,Vancouver,covN2,solid,22.6831790580713,51.4146311161942,59
2022-10-31,Vancouver Annacis Island,Vancouver,covN2,solid,20.4024912237911,29.7417518715555,59
2022-11-03,Vancouver Annacis Island,Vancouver,covN2,solid,20.425030181303,21.1702334877218,59
2022-11-06,Vancouver Annacis Island,Vancouver,covN2,solid,14.7359002964406,18.5211405671782,59
2022-11-13,Vancouver Annacis Island,Vancouver,covN2,solid,37.1258155052263,37.1258155052263,59
2022-11-17,Vancouver Annacis Island,Vancouver,covN2,solid,40.3513443235756,38.738579914401,59
2022-11-20,Vancouver Annacis Island,Vancouver,covN2,solid,23.6055955619041,31.9784699427398,59
2022-11-24,Vancouver Annacis Island,Vancouver,covN2,solid,42.3563618995356,32.9809787307199,59
2022-11-27,Vancouver Annacis Island,Vancouver,covN2,solid,143.483382434895,92.9198721672151,59
2022-12-01,Vancouver Annacis Island,Vancouver,covN2,solid,20.8288518263539,82.1561171306242,59
2022-12-04,Vancouver Annacis Island,Vancouver,covN2,solid,74.6636158750206,47.7462338506872,59
2022-12-08,Vancouver Annacis Island,Vancouver,covN2,solid,54.1969217937668,64.4302688343937,59
2022-12-11,Vancouver Annacis Island,Vancouver,covN2,solid,69.8877986972459,62.0423602455064,59
2022-12-15,Vancouver Annacis Island,Vancouver,covN2,solid,129.026749902573,99.4572742999097,59
2022-12-18,Vancouver Annacis Island,Vancouver,covN2,solid,28.9123757141484,78.969562808361,59
2022-12-22,Vancouver Annacis Island,Vancouver,covN2,solid,63.5085234057193,46.2104495599339,59
2022-12-25,Vancouver Annacis Island,Vancouver,covN2,solid,23.9011893111174,43.7048563584184,59
2022-12-29,Vancouver Annacis Island,Vancouver,covN2,solid,35.7651864173919,29.8331878642547,59
2023-01-01,Vancouver Annacis Island,Vancouver,covN2,solid,22.5954054344692,29.1802959259306,59
2023-01-05,Vancouver Annacis Island,Vancouver,covN2,solid,31.6878224247813,27.1416139296253,59
2023-01-08,Vancouver Annacis Island,Vancouver,covN2,solid,40.053929717951,35.8708760713662,59
2023-01-12,Vancouver Annacis Island,Vancouver,covN2,solid,23.5551920206268,31.8045608692889,59
2023-01-15,Vancouver Annacis Island,Vancouver,covN2,solid,22.7301629137986,23.1426774672127,59
2023-01-19,Vancouver Annacis Island,Vancouver,covN2,solid,23.7186523183669,23.2244076160827,59
2023-01-22,Vancouver Annacis Island,Vancouver,covN2,solid,24.399607327277,24.059129822822,59
2023-01-26,Vancouver Annacis Island,Vancouver,covN2,solid,62.2234102705846,43.3115087989308,59
2023-01-29,Vancouver Annacis Island,Vancouver,covN2,solid,69.6681925644718,65.9458014175282,59
2023-02-02,Vancouver Annacis Island,Vancouver,covN2,solid,76.454108829671,73.0611506970714,59
2023-02-05,Vancouver Annacis Island,Vancouver,covN2,solid,96.2334169362018,86.3437628829364,59
2023-02-09,Vancouver Annacis Island,Vancouver,covN2,solid,36.51930318859,66.3763600623959,59
2023-02-12,Vancouver Annacis Island,Vancouver,covN2,solid,39.7787814965006,38.1490423425453,59
2023-02-16,Vancouver Annacis Island,Vancouver,covN2,solid,19.585735076513,29.6822582865068,59
